#Raw,mRNA clone number,cluster name,3'UTR,CDS,5'UTR,EXONIC,INTRONIC,G-1 Fraction,G-1 Freq,T2C Fraction,T2C Freq,T2C and G-1 Fraction,T2C and G-1 Freq,#T2C positions
3822,6,slc1663_chr4,1,0,0,1,0,1,6,0.833,5,0.833,5,2
3823,6,slc1655_chr22,0,1,0,1,0,1,6,1,6,1,6,1
3824,6,slc1650_chr8,0.11,0.89,0,1,0,1,6,0.5,3,0.5,3,2
3825,6,slc1650_chr10,1,0,0,1,0,1,6,0.667,4,0.667,4,2
3826,6,slc164_chrM,1,0,0,1,0,1,6,0,0,0,0,0
3827,6,slc1633_chr11,1,0,0,0.83,0.17,0.667,4,0.667,4,0.667,4,3
3828,6,slc1632_chr3,NULL,NULL,NULL,0,1,0,0,0.5,3,0,0,3
3829,6,slc1628_chr2,1,0,0,1,0,1,6,1,6,1,6,1
3830,6,slc162_chr16,NULL,NULL,NULL,0,1,1,6,1,6,1,6,3
3831,6,slc1625_chr8,0,1,0,1,0,1,6,0.833,5,0.833,5,2
3832,6,slc1621_chr5,1,0,0,1,0,0.667,4,1,6,0.667,4,1
3833,6,slc1619_chr12,1,0,0,1,0,0.667,4,0.833,5,0.667,4,3
3834,6,slc1604_chrX,1,0,0,1,0,1,6,0.833,5,0.833,5,1
3835,6,slc1603_chr17,1,0,0,0.63,0.37,0.667,4,1,6,0.667,4,2
3836,6,slc1598_chr16,1,0,0,1,0,0.833,5,0.833,5,0.667,4,1
3837,6,slc1596_chr9,NULL,NULL,NULL,0,1,0.333,2,0,0,0,0,0
3838,6,slc1573_chr15,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3839,6,slc1569_chr9,1,0,0,1,0,1,6,0.833,5,0.833,5,2
3840,6,slc1560_chr18,1,0,0,1,0,0.667,4,1,6,0.667,4,4
3841,6,slc1550_chr2,0,1,0,1,0,0.833,5,0.833,5,0.667,4,2
3842,6,slc1545_chr8,NULL,NULL,NULL,0,1,1,6,0,0,0,0,0
3843,6,slc1540_chr15,1,0,0,1,0,0.5,3,0.667,4,0.333,2,4
3844,6,slc1539_chr18,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0
3845,6,slc1539_chr10,NULL,NULL,NULL,0.5,0.5,0.5,3,0.833,5,0.5,3,2
3846,6,slc1534_chr16,1,0,0,1,0,1,6,0.167,1,0.167,1,1
3847,6,slc1527_chr17,0,0.92,0.08,1,0,1,6,1,6,1,6,1
3848,6,slc1524_chr12,0.75,0.25,0,0.95,0.05,0.833,5,0.667,4,0.5,3,3
3849,6,slc1510_chr8,1,0,0,1,0,0.667,4,0.667,4,0.5,3,3
3850,6,slc1510_chr16,1,0,0,1,0,0.5,3,1,6,0.5,3,1
3851,6,slc1507_chr7,1,0,0,0.83,0.17,0.667,4,1,6,0.667,4,2
3852,6,slc150_chr21,0,1,0,0.87,0.13,1,6,1,6,1,6,2
3853,6,slc1502_chr20,0.25,0.75,0,1,0,1,6,0.167,1,0.167,1,1
3854,6,slc1500_chr20,0.25,0.75,0,0.98,0.02,1,6,0.333,2,0.333,2,2
3855,6,slc1499_chr10,1,0,0,0.75,0.25,1,6,1,6,1,6,1
3856,6,slc1498_chr18,0,1,0,1,0,0.667,4,0.667,4,0.5,3,2
3857,6,slc1484_chr5,1,0,0,0.75,0.25,1,6,1,6,1,6,2
3858,6,slc1484_chr20,0,0,1,0.46,0.54,1,6,0,0,0,0,0
3859,6,slc147_chrM,0,0,1,1,0,0.833,5,0.333,2,0.333,2,1
3860,6,slc1452_chr4,0,1,0,1,0,0.833,5,1,6,0.833,5,1
3861,6,slc1424_chr18,1,0,0,1,0,1,6,1,6,1,6,5
3862,6,slc1420_chr13,1,0,0,1,0,0.5,3,0.833,5,0.5,3,3
3863,6,slc1413_chr10,1,0,0,1,0,1,6,1,6,1,6,1
3864,6,slc1401_chr7,0,1,0,1,0,0.5,3,0.667,4,0.5,3,1
3865,6,slc1398_chr6,NULL,NULL,NULL,0,1,1,6,0,0,0,0,0
3866,6,slc1396_chr6,0,1,0,NULL,NULL,1,6,0.667,4,0.667,4,2
3867,6,slc139_chr16,NULL,NULL,NULL,0,1,1,6,0.167,1,0.167,1,1
3868,6,slc1382_chr19,0,1,0,1,0,0.167,1,0,0,0,0,0
3869,6,slc1381_chr6,1,0,0,1,0,0.5,3,0.833,5,0.5,3,2
3870,6,slc1380_chr2,1,0,0,1,0,0.333,2,0.667,4,0.333,2,4
3871,6,slc1379_chr7,NULL,NULL,NULL,1,0,1,6,0.667,4,0.667,4,3
3872,6,slc137_chr22,1,0,0,0.5,0.5,0.833,5,1,6,0.833,5,4
3873,6,slc1366_chr20,0.17,0.83,0,1,0,1,6,0.667,4,0.667,4,1
3874,6,slc1361_chr16,0.22,0.78,0,0.9,0.1,1,6,0.833,5,0.833,5,1
3875,6,slc1344_chr7,NULL,NULL,NULL,0.17,0.83,1,6,1,6,1,6,1
3876,6,slc1335_chr20,1,0,0,0,1,0,0,0,0,0,0,0
3877,6,slc1334_chr8,1,0,0,1,0,1,6,1,6,1,6,4
3878,6,slc1332_chr14,1,0,0,1,0,0.833,5,0.833,5,0.833,5,3
3879,6,slc1316_chr18,1,0,0,1,0,0.667,4,0.833,5,0.5,3,2
3880,6,slc1314_chr14,0,0.73,0.27,1,0,1,6,0.333,2,0.333,2,1
3881,6,slc1310_chr13,1,0,0,0.9,0.1,1,6,1,6,1,6,3
3882,6,slc1310_chr12,0,1,0,NULL,NULL,1,6,1,6,1,6,1
3883,6,slc1283_chrX,0,0.83,0.17,1,0,0.5,3,0,0,0,0,0
3884,6,slc1277_chrX,0,1,0,1,0,0,0,0,0,0,0,0
3885,6,slc1274_chr19,1,0,0,1,0,0.833,5,0.5,3,0.333,2,2
3886,6,slc1270_chr15,1,0,0,1,0,1,6,0,0,0,0,0
3887,6,slc125_chr15,1,0,0,1,0,1,6,0.5,3,0.5,3,2
3888,6,slc1252_chr6,NULL,NULL,NULL,0.11,0.89,1,6,1,6,1,6,1
3889,6,slc1251_chr1,0.11,0.89,0,1,0,0.833,5,0.833,5,0.667,4,1
3890,6,slc1238_chr17,1,0,0,1,0,0.833,5,0.833,5,0.667,4,3
3891,6,slc1236_chr8,NULL,NULL,NULL,0,1,0,0,1,6,0,0,1
3892,6,slc1230_chr4,1,0,0,1,0,1,6,0.833,5,0.833,5,2
3893,6,slc1167_chr14,1,0,0,1,0,1,6,0.5,3,0.5,3,2
3894,6,slc1143_chr14,1,0,0,0.6,0.4,1,6,1,6,1,6,1
3895,6,slc1138_chr14,1,0,0,0.75,0.25,1,6,0.833,5,0.833,5,1
3896,6,slc112_chr7,1,0,0,1,0,1,6,0.833,5,0.833,5,2
3897,6,slc1121_chr4,1,0,0,1,0,1,6,1,6,1,6,1
3898,6,slc1119_chr22,1,0,0,0.67,0.33,0.833,5,1,6,0.833,5,2
3899,6,slc1117_chr13,0,1,0,1,0,1,6,1,6,1,6,2
3900,6,slc1105_chr8,0.2,0.6,0.2,1,0,0.333,2,1,6,0.333,2,1
3901,6,slc1105_chr20,1,0,0,1,0,0.833,5,0.833,5,0.667,4,2
3902,6,slc1102_chr14,0.29,0.71,0,1,0,1,6,1,6,1,6,2
3903,6,slc1092_chr1,1,0,0,1,0,1,6,0.833,5,0.833,5,2
3904,6,slc1086_chr20,1,0,0,1,0,1,6,0.833,5,0.833,5,5
3905,6,slc1084_chr14,1,0,0,1,0,0.667,4,0.667,4,0.667,4,2
3906,6,slc1084_chr1,1,0,0,1,0,0.833,5,1,6,0.833,5,1
3907,6,slc1072_chr2,1,0,0,1,0,1,6,0.833,5,0.833,5,3
3908,6,slc1068_chr6,0,0.91,0.09,1,0,1,6,0.833,5,0.833,5,3
3909,6,slc1061_chr19,1,0,0,0.33,0.67,0.833,5,0.667,4,0.5,3,2
3910,6,slc1052_chr2,1,0,0,1,0,1,6,1,6,1,6,4
3911,6,slc1050_chr21,1,0,0,1,0,1,6,0.667,4,0.667,4,1
3912,6,slc1039_chr12,0,1,0,1,0,1,6,0.667,4,0.667,4,2
3913,6,slc1029_chr5,0,1,0,1,0,0.833,5,1,6,0.833,5,3
3914,6,slc1025_chr4,1,0,0,1,0,0.667,4,0.833,5,0.667,4,3
3915,6,slc1014_chr15,0,0,1,1,0,1,6,0,0,0,0,0
3916,6,slc1002_chr2,1,0,0,1,0,1,6,1,6,1,6,3
3917,5,slc995_chr21,1,0,0,0.93,0.07,1,5,0.8,4,0.8,4,1
3918,5,slc992_chr22,1,0,0,1,0,1,5,1,5,1,5,2
3919,5,slc991_chr2,1,0,0,1,0,1,5,1,5,1,5,3
3920,5,slc980_chr16,0,1,0,0.83,0.17,1,5,0.2,1,0.2,1,1
3921,5,slc977_chr16,0,1,0,0.78,0.22,1,5,0.2,1,0.2,1,1
3922,5,slc975_chr21,1,0,0,1,0,0.8,4,0.8,4,0.6,3,2
3923,5,slc970_chr1,1,0,0,1,0,1,5,1,5,1,5,2
3924,5,slc966_chr2,NULL,NULL,NULL,0,1,0.8,4,1,5,0.8,4,1
3925,5,slc957_chr2,1,0,0,0.83,0.17,0.8,4,1,5,0.8,4,2
3926,5,slc953_chr22,1,0,0,1,0,0.6,3,1,5,0.6,3,2
3927,5,slc951_chr8,0,1,0,1,0,1,5,0.4,2,0.4,2,2
3928,5,slc947_chr11,0,1,0,0.9,0.1,0.8,4,0.8,4,0.6,3,3
3929,5,slc942_chr4,1,0,0,0.83,0.17,1,5,0.2,1,0.2,1,1
3930,5,slc930_chr9,1,0,0,1,0,1,5,1,5,1,5,1
3931,5,slc9234_chr1,1,0,0,0.5,0.5,1,5,0.8,4,0.8,4,1
3932,5,slc920_chr12,0,1,0,1,0,1,5,0.6,3,0.6,3,2
3933,5,slc919_chr22,NULL,NULL,NULL,0,1,1,5,0,0,0,0,0
3934,5,slc919_chr1,1,0,0,0.83,0.17,0.6,3,0.8,4,0.6,3,3
3935,5,slc919_chr11,1,0,0,1,0,1,5,0.8,4,0.8,4,1
3936,5,slc9132_chr1,NULL,NULL,NULL,1,0,0.6,3,1,5,0.6,3,2
3937,5,slc9068_chr1,0.67,0.33,0,0.75,0.25,1,5,0.4,2,0.4,2,2
3938,5,slc9059_chr1,1,0,0,1,0,1,5,0.8,4,0.8,4,2
3939,5,slc905_chr14,1,0,0,1,0,0.8,4,0.6,3,0.6,3,3
3940,5,slc9050_chr1,1,0,0,1,0,1,5,1,5,1,5,2
3941,5,slc9049_chr1,1,0,0,1,0,1,5,0.6,3,0.6,3,2
3942,5,slc8946_chr1,1,0,0,1,0,0.6,3,1,5,0.6,3,2
3943,5,slc8891_chr1,1,0,0,1,0,0.8,4,1,5,0.8,4,1
3944,5,slc8878_chr1,0.09,0.91,0,1,0,0.4,2,1,5,0.4,2,1
3945,5,slc886_chr21,1,0,0,0.5,0.5,0.6,3,1,5,0.6,3,2
3946,5,slc88_chrX,1,0,0,1,0,0.6,3,1,5,0.6,3,1
3947,5,slc88_chr19,0.12,0.88,0,1,0,1,5,0.8,4,0.8,4,2
3948,5,slc884_chr16,1,0,0,1,0,0.8,4,1,5,0.8,4,1
3949,5,slc882_chr12,0.8,0.2,0,0.91,0.09,1,5,1,5,1,5,1
3950,5,slc879_chr17,0.2,0.8,0,1,0,1,5,1,5,1,5,4
3951,5,slc878_chr21,1,0,0,0.5,0.5,1,5,1,5,1,5,1
3952,5,slc878_chr11,1,0,0,0.67,0.33,0.8,4,1,5,0.8,4,2
3953,5,slc877_chr16,1,0,0,0.88,0.12,1,5,1,5,1,5,2
3954,5,slc8739_chr1,0.14,0.86,0,1,0,1,5,0.8,4,0.8,4,2
3955,5,slc8583_chr1,1,0,0,1,0,1,5,1,5,1,5,1
3956,5,slc857_chr19,1,0,0,0.91,0.09,1,5,1,5,1,5,1
3957,5,slc8573_chr1,0,0,1,1,0,0.2,1,0,0,0,0,0
3958,5,slc855_chr17,1,0,0,1,0,0.8,4,0.8,4,0.6,3,3
3959,5,slc8550_chr1,1,0,0,0.67,0.33,0.2,1,1,5,0.2,1,3
3960,5,slc85_chr17,1,0,0,1,0,0.4,2,1,5,0.4,2,2
3961,5,slc853_chr14,0,1,0,1,0,0.2,1,0.2,1,0,0,1
3962,5,slc8515_chr1,1,0,0,1,0,1,5,1,5,1,5,1
3963,5,slc84_chr14,0.82,0.18,0,0.94,0.06,1,5,0.2,1,0.2,1,1
3964,5,slc836_chr17,NULL,NULL,NULL,1,0,1,5,1,5,1,5,1
3965,5,slc8358_chr1,1,0,0,0.8,0.2,1,5,0.8,4,0.8,4,3
3966,5,slc834_chr12,0.09,0.91,0,1,0,1,5,1,5,1,5,2
3967,5,slc8338_chr1,NULL,NULL,NULL,0.25,0.75,0.6,3,0,0,0,0,0
3968,5,slc832_chr6,0,1,0,1,0,1,5,0.2,1,0.2,1,1
3969,5,slc830_chr19,1,0,0,0.93,0.07,1,5,0.8,4,0.8,4,2
3970,5,slc8276_chr1,0,1,0,1,0,1,5,0.6,3,0.6,3,2
3971,5,slc8273_chr1,1,0,0,0.9,0.1,1,5,0.8,4,0.8,4,1
3972,5,slc826_chr19,1,0,0,1,0,0.8,4,1,5,0.8,4,2
3973,5,slc825_chr16,1,0,0,1,0,1,5,1,5,1,5,2
3974,5,slc8250_chr1,1,0,0,1,0,0.6,3,0.8,4,0.4,2,2
3975,5,slc823_chrX,0,1,0,1,0,1,5,1,5,1,5,2
3976,5,slc822_chr7,1,0,0,1,0,0.8,4,0.8,4,0.6,3,3
3977,5,slc8216_chr1,0,1,0,1,0,1,5,1,5,1,5,2
3978,5,slc821_chr13,0,1,0,0.93,0.07,1,5,0.8,4,0.8,4,1
3979,5,slc8165_chr1,0.22,0.78,0,1,0,1,5,0.8,4,0.8,4,3
3980,5,slc81_chr14,0,1,0,0.95,0.05,1,5,0.8,4,0.8,4,2
3981,5,slc809_chr21,0,0.92,0.08,1,0,1,5,1,5,1,5,1
3982,5,slc808_chr3,0,1,0,1,0,0.6,3,0.4,2,0.4,2,1
3983,5,slc804_chr7,1,0,0,0.8,0.2,0.8,4,1,5,0.8,4,3
3984,5,slc804_chr17,1,0,0,1,0,0.8,4,1,5,0.8,4,1
3985,5,slc796_chr19,1,0,0,1,0,1,5,1,5,1,5,1
3986,5,slc7960_chr1,1,0,0,1,0,1,5,1,5,1,5,3
3987,5,slc793_chr12,1,0,0,1,0,0.4,2,0.6,3,0.4,2,3
3988,5,slc7928_chr1,1,0,0,0.5,0.5,1,5,0.8,4,0.8,4,2
3989,5,slc792_chr18,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
3990,5,slc791_chr5,1,0,0,1,0,0.8,4,1,5,0.8,4,2
3991,5,slc7873_chr1,1,0,0,0.33,0.67,0.6,3,1,5,0.6,3,3
3992,5,slc7863_chr1,1,0,0,0.93,0.07,0.8,4,0.6,3,0.6,3,3
3993,5,slc775_chr4,NULL,NULL,NULL,1,0,0.2,1,0.2,1,0.2,1,1
3994,5,slc775_chr13,1,0,0,1,0,1,5,1,5,1,5,2
3995,5,slc7716_chr1,1,0,0,0.97,0.03,0.8,4,1,5,0.8,4,2
3996,5,slc771_chr6,1,0,0,0.95,0.05,1,5,0.2,1,0.2,1,1
3997,5,slc771_chr16,1,0,0,1,0,0.6,3,1,5,0.6,3,1
3998,5,slc770_chr20,1,0,0,1,0,1,5,0.6,3,0.6,3,1
3999,5,slc767_chr6,1,0,0,0.95,0.05,0.8,4,0.6,3,0.6,3,3
4000,5,slc7674_chr1,1,0,0,1,0,1,5,1,5,1,5,2
4001,5,slc764_chr4,0,1,0,1,0,0.8,4,1,5,0.8,4,3
4002,5,slc7611_chr1,0,0,1,1,0,1,5,1,5,1,5,1
4003,5,slc759_chrX,1,0,0,0,1,1,5,0,0,0,0,0
4004,5,slc7582_chr1,1,0,0,0.8,0.2,1,5,0.6,3,0.6,3,1
4005,5,slc7566_chr1,1,0,0,1,0,1,5,1,5,1,5,2
4006,5,slc756_chr6,0,1,0,0.96,0.04,1,5,0.2,1,0.2,1,1
4007,5,slc7517_chr1,1,0,0,1,0,0.6,3,1,5,0.6,3,2
4008,5,slc7_chr7_random,NULL,NULL,NULL,0.4,0.6,0.8,4,0.8,4,0.6,3,1
4009,5,slc74_chr18,0,0.18,0.82,0.94,0.06,0.8,4,0.8,4,0.8,4,2
4010,5,slc7439_chr1,1,0,0,1,0,1,5,1,5,1,5,2
4011,5,slc740_chr6,NULL,NULL,NULL,1,0,0.8,4,1,5,0.8,4,2
4012,5,slc738_chr7,0.89,0,0.11,1,0,1,5,1,5,1,5,1
4013,5,slc738_chr3,0,1,0,1,0,0.8,4,1,5,0.8,4,2
4014,5,slc7359_chr1,NULL,NULL,NULL,1,0,1,5,0.8,4,0.8,4,3
4015,5,slc7325_chr1,1,0,0,0.8,0.2,1,5,1,5,1,5,2
4016,5,slc7263_chr1,1,0,0,0.83,0.17,1,5,0.2,1,0.2,1,1
4017,5,slc722_chr4,0,1,0,1,0,1,5,1,5,1,5,1
4018,5,slc7165_chr1,0,1,0,0.88,0.12,1,5,0.8,4,0.8,4,3
4019,5,slc7156_chr1,1,0,0,0.83,0.17,1,5,1,5,1,5,1
4020,5,slc712_chr15,1,0,0,1,0,1,5,0.8,4,0.8,4,4
4021,5,slc7076_chr1,0,1,0,1,0,0.8,4,0.6,3,0.4,2,2
4022,5,slc7063_chr1,1,0,0,1,0,0.8,4,1,5,0.8,4,2
4023,5,slc7056_chr1,1,0,0,1,0,0.6,3,1,5,0.6,3,1
4024,5,slc702_chr22,1,0,0,1,0,0.8,4,0.8,4,0.6,3,3
4025,5,slc7020_chr1,1,0,0,1,0,0.8,4,1,5,0.8,4,1
4026,5,slc6932_chr1,0,1,0,1,0,0.4,2,0.8,4,0.2,1,2
4027,5,slc689_chr5,0,1,0,0.94,0.06,1,5,0.8,4,0.8,4,2
4028,5,slc6881_chr2,1,0,0,1,0,1,5,1,5,1,5,2
4029,5,slc678_chr21,1,0,0,1,0,0.8,4,1,5,0.8,4,3
4030,5,slc676_chr22,0,1,0,0.67,0.33,1,5,1,5,1,5,1
4031,5,slc670_chr22,0,0.16,0.84,0.71,0.29,0.8,4,0.6,3,0.6,3,3
4032,5,slc666_chr18,1,0,0,1,0,0.8,4,0.4,2,0.2,1,2
4033,5,slc6651_chr1,0,1,0,0.83,0.17,1,5,1,5,1,5,1
4034,5,slc661_chr5,1,0,0,0.67,0.33,0.8,4,1,5,0.8,4,1
4035,5,slc6607_chr2,0,1,0,0.83,0.17,0.8,4,0.4,2,0.4,2,2
4036,5,slc6565_chr2,1,0,0,1,0,0.8,4,1,5,0.8,4,2
4037,5,slc656_chr9,1,0,0,1,0,1,5,0.6,3,0.6,3,3
4038,5,slc655_chr9,0,1,0,1,0,0.8,4,0,0,0,0,0
4039,5,slc65_chr5,1,0,0,1,0,1,5,1,5,1,5,1
4040,5,slc65_chr14,0,0,1,1,0,1,5,0,0,0,0,0
4041,5,slc650_chr10,0,1,0,1,0,1,5,1,5,1,5,1
4042,5,slc6483_chr1,NULL,NULL,NULL,0.5,0.5,0.8,4,1,5,0.8,4,3
4043,5,slc6459_chr1,1,0,0,1,0,0.8,4,1,5,0.8,4,4
4044,5,slc64_chr11,0,1,0,1,0,1,5,0.2,1,0.2,1,1
4045,5,slc617_chr12,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
4046,5,slc6171_chr1,0,0.91,0.09,0.92,0.08,1,5,0.6,3,0.6,3,2
4047,5,slc6159_chr3,1,0,0,1,0,1,5,1,5,1,5,1
4048,5,slc615_chr15,NULL,NULL,NULL,1,0,1,5,1,5,1,5,1
4049,5,slc6126_chr3,NULL,NULL,NULL,0.12,0.88,1,5,1,5,1,5,3
4050,5,slc609_chr5,0,1,0,1,0,1,5,1,5,1,5,1
4051,5,slc6059_chr3,NULL,NULL,NULL,0,1,1,5,0,0,0,0,0
4052,5,slc604_chr11,0,0.75,0.25,NULL,NULL,0,0,0,0,0,0,0
4053,5,slc6014_chr1,NULL,NULL,NULL,0,1,1,5,1,5,1,5,1
4054,5,slc597_chr1,1,0,0,1,0,1,5,1,5,1,5,2
4055,5,slc596_chr22,1,0,0,0.96,0.04,1,5,0.8,4,0.8,4,2
4056,5,slc5928_chr3,1,0,0,0.88,0.12,1,5,0.8,4,0.8,4,2
4057,5,slc588_chr13,1,0,0,1,0,1,5,1,5,1,5,1
4058,5,slc5879_chr17,0,1,0,1,0,1,5,0.2,1,0.2,1,1
4059,5,slc5876_chr1,1,0,0,1,0,0.8,4,1,5,0.8,4,1
4060,5,slc586_chr22,1,0,0,0.92,0.08,1,5,1,5,1,5,1
4061,5,slc586_chr19,0,0.83,0.17,1,0,1,5,0,0,0,0,0
4062,5,slc5858_chr1,NULL,NULL,NULL,1,0,0.8,4,0.8,4,0.6,3,2
4063,5,slc5830_chr17,0,1,0,0.95,0.05,1,5,0.6,3,0.6,3,3
4064,5,slc5819_chr3,0,0,1,0.78,0.22,1,5,0.8,4,0.8,4,1
4065,5,slc5811_chr17,1,0,0,1,0,0.6,3,1,5,0.6,3,1
4066,5,slc5789_chr1,0,1,0,0.86,0.14,1,5,0.6,3,0.6,3,3
4067,5,slc5787_chr3,1,0,0,NULL,NULL,0,0,0,0,0,0,0
4068,5,slc574_chr6,1,0,0,1,0,1,5,0.6,3,0.6,3,1
4069,5,slc5734_chr3,1,0,0,0.5,0.5,1,5,1,5,1,5,1
4070,5,slc572_chr1,0,1,0,0,1,0.2,1,0,0,0,0,0
4071,5,slc5714_chr2,0.11,0.89,0,1,0,0.8,4,0.6,3,0.4,2,3
4072,5,slc5708_chr1,1,0,0,0.86,0.14,1,5,0.8,4,0.8,4,4
4073,5,slc5656_chr17,0.17,0.83,0,0.73,0.27,1,5,1,5,1,5,2
4074,5,slc565_chr1,1,0,0,1,0,1,5,0.8,4,0.8,4,1
4075,5,slc5654_chr17,1,0,0,0.64,0.36,1,5,0.6,3,0.6,3,1
4076,5,slc56_chr13,0,1,0,1,0,1,5,0.8,4,0.8,4,2
4077,5,slc5631_chr2,NULL,NULL,NULL,0,1,1,5,0.8,4,0.8,4,2
4078,5,slc5613_chr3,1,0,0,1,0,0.8,4,0.8,4,0.8,4,2
4079,5,slc5610_chr17,1,0,0,0.85,0.15,0.8,4,0.8,4,0.6,3,2
4080,5,slc556_chr18,1,0,0,1,0,0.8,4,0.8,4,0.6,3,1
4081,5,slc553_chr2,1,0,0,1,0,0.8,4,0.8,4,0.6,3,1
4082,5,slc5501_chr2,0,1,0,1,0,1,5,1,5,1,5,2
4083,5,slc5492_chr2,1,0,0,1,0,0.8,4,0.8,4,0.8,4,3
4084,5,slc5490_chr1,1,0,0,1,0,1,5,1,5,1,5,1
4085,5,slc545_chr5,1,0,0,1,0,0.8,4,1,5,0.8,4,2
4086,5,slc5404_chr3,1,0,0,1,0,1,5,1,5,1,5,1
4087,5,slc539_chr4,1,0,0,1,0,0.8,4,0.8,4,0.6,3,2
4088,5,slc5391_chr2,0,1,0,0.83,0.17,1,5,0.4,2,0.4,2,1
4089,5,slc5388_chr12,0,0.5,0.5,1,0,0.8,4,0,0,0,0,0
4090,5,slc5357_chr3,1,0,0,1,0,1,5,1,5,1,5,2
4091,5,slc5333_chr12,1,0,0,1,0,0.2,1,0.4,2,0.2,1,2
4092,5,slc5319_chr2,0,1,0,1,0,1,5,1,5,1,5,3
4093,5,slc5277_chr17,0,1,0,1,0,1,5,0.8,4,0.8,4,3
4094,5,slc5276_chr17,0,1,0,1,0,1,5,1,5,1,5,4
4095,5,slc5267_chr17,1,0,0,1,0,0.8,4,1,5,0.8,4,2
4096,5,slc526_chr4,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
4097,5,slc5246_chr12,1,0,0,1,0,1,5,0.4,2,0.4,2,1
4098,5,slc5200_chr3,0,1,0,1,0,1,5,1,5,1,5,1
4099,5,slc5193_chr3,0,1,0,1,0,0.8,4,1,5,0.8,4,1
4100,5,slc5158_chr3,1,0,0,1,0,0.6,3,1,5,0.6,3,1
4101,5,slc5157_chr17,0,1,0,1,0,1,5,1,5,1,5,2
4102,5,slc515_chr17,1,0,0,1,0,1,5,1,5,1,5,2
4103,5,slc512_chr2,1,0,0,1,0,1,5,0.8,4,0.8,4,3
4104,5,slc512_chr18,1,0,0,1,0,1,5,1,5,1,5,1
4105,5,slc5072_chr2,1,0,0,0.88,0.12,0.6,3,1,5,0.6,3,1
4106,5,slc506_chr15,0,1,0,1,0,1,5,1,5,1,5,1
4107,5,slc505_chr19,1,0,0,0.8,0.2,0.8,4,1,5,0.8,4,4
4108,5,slc5054_chr7,0.12,0.88,0,1,0,0.8,4,0.6,3,0.4,2,1
4109,5,slc5049_chr17,0.8,0.2,0,1,0,0.4,2,0.4,2,0.4,2,2
4110,5,slc5027_chr3,0,1,0,0.91,0.09,1,5,0.8,4,0.8,4,3
4111,5,slc5023_chr7,0,1,0,1,0,0.8,4,1,5,0.8,4,1
4112,5,slc5021_chr3,0,0,1,1,0,1,5,0,0,0,0,0
4113,5,slc5006_chr5,0,1,0,1,0,1,5,1,5,1,5,1
4114,5,slc4995_chr12,1,0,0,0.5,0.5,0.6,3,0.8,4,0.4,2,2
4115,5,slc4992_chr11,1,0,0,1,0,1,5,0.8,4,0.8,4,1
4116,5,slc4984_chr3,1,0,0,1,0,1,5,0.8,4,0.8,4,1
4117,5,slc4976_chr5,1,0,0,1,0,1,5,0.6,3,0.6,3,2
4118,5,slc4968_chr12,1,0,0,1,0,0.4,2,0.8,4,0.4,2,4
4119,5,slc4965_chr12,0.93,0.07,0,1,0,1,5,1,5,1,5,1
4120,5,slc493_chr7,1,0,0,0.8,0.2,1,5,1,5,1,5,2
4121,5,slc4930_chr17,1,0,0,1,0,1,5,0.8,4,0.8,4,3
4122,5,slc4904_chr2,NULL,NULL,NULL,0,1,1,5,1,5,1,5,1
4123,5,slc4891_chr3,1,0,0,0.5,0.5,0.8,4,0.8,4,0.6,3,1
4124,5,slc4860_chr11,1,0,0,0.6,0.4,1,5,0.8,4,0.8,4,2
4125,5,slc4856_chr5,1,0,0,1,0,1,5,1,5,1,5,3
4126,5,slc4856_chr17,0,1,0,1,0,1,5,0.8,4,0.8,4,1
4127,5,slc4853_chr17,0.25,0.75,0,1,0,1,5,1,5,1,5,2
4128,5,slc4843_chr17,0,0.89,0.11,0.92,0.08,1,5,0.8,4,0.8,4,2
4129,5,slc483_chr13,0,1,0,1,0,1,5,0.2,1,0.2,1,1
4130,5,slc4818_chr17,NULL,NULL,NULL,0,1,1,5,1,5,1,5,3
4131,5,slc4816_chr8,0,1,0,0.98,0.02,0.8,4,0.2,1,0.2,1,1
4132,5,slc4803_chr7,1,0,0,0.44,0.56,0.6,3,0.8,4,0.6,3,1
4133,5,slc4803_chr17,0,1,0,1,0,1,5,0.6,3,0.6,3,2
4134,5,slc4786_chr19,0.17,0.83,0,1,0,1,5,0,0,0,0,0
4135,5,slc478_chr20,1,0,0,1,0,1,5,1,5,1,5,1
4136,5,slc4775_chr19,0,1,0,1,0,1,5,0.8,4,0.8,4,4
4137,5,slc477_chrX,1,0,0,1,0,0.8,4,1,5,0.8,4,1
4138,5,slc4762_chr7,1,0,0,1,0,0.8,4,0.8,4,0.6,3,3
4139,5,slc4761_chr2,1,0,0,1,0,1,5,0.8,4,0.8,4,2
4140,5,slc4757_chr11,1,0,0,1,0,1,5,1,5,1,5,2
4141,5,slc4737_chr17,0.5,0.5,0,1,0,1,5,1,5,1,5,1
4142,5,slc4736_chr3,1,0,0,1,0,1,5,1,5,1,5,1
4143,5,slc4712_chr19,1,0,0,1,0,0.8,4,0.6,3,0.4,2,1
4144,5,slc4687_chr6,0,1,0,1,0,1,5,1,5,1,5,2
4145,5,slc4671_chr19,1,0,0,1,0,1,5,1,5,1,5,2
